//**************************************************************************************************************
//File Type: Amalfi PA Test Measurment Data Log File
//Log File Format Version: 1
//Test Type:Auto Script
//Serial Number: xAM7804-TA0C-T-U-AD-SN038
//Part Number (Chip ID): AM8804 A0C
//Chip Model: Chiarlo TxM 7804
//DUT Test GUI Version Number: Rev. A1.00.279
//FPGA Version Number: 21
//PICC Version Number: 13
//Station Number: 2
//Test Date & Time: 12-03-2009 11:55:4
//Temperature Soak Time (in secs): Test @ Ambient
//Script File Name: l:\Lab & Testing\HS\Chiarlo\7804\AM7804_TA0C-AM-PM Distortiion.txt
//ATR Correlation Log File Not Found.
//Comment:
//**************************************************************************************************************
//T#	TestName	Reg Map	Actual PA Operation Mode	Ext Ctrl Bits	Sw Matrix	Attenuation Switch	S21(dB)	Source Tuner Loss(dB)	Tuner Loss(dB)	S21In(dB)	Test Freq(MHz)	Vbat(Volt)	Pwr In(dBm)	Source Magnitude	Source Phase(degree)	Source VSWR	Source Ref Coef	Magnitude	Phase(degree)	VSWR	Ref Coef	Efficiency(%)	PAE(%)	Adj Pwr Out(dBm)	Pwr Out(dBm)	Vbat_I(Amp)	Vbat_V(Volt)	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	Register Check	Reg 0	Alert Reg	Temperature(degree C)	Vramp File	Date	Time	Comment	
1	Output Power & Efficiency	L:\Lab & Testing\ATR_Chiarlo\register_maps\AM8804\AM8804_A0C_v001.map	GSM	SSSZ1111	L1B	LBIn	-33.9	0.0	0.0	-9.31	870.0	3.5	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	43.758806	43.756936	34.383915	0.303915	1.7952	3.493118	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Disabled	1a0	2013	           	L:\Lab & Testing\ATR_Chiarlo\ramp_files\ramps_chiarloX3_4Aug09\LB_pwrsel00\chiarloX3.1.600v_ramp.txt	12-03-2009	11:55:17	No comments(this is a filler only).
//T#	TestName	Reg Map	Actual PA Operation Mode	Ext Ctrl Bits	Sw Matrix	Attenuation Switch	S21(dB)	Source Tuner Loss(dB)	Tuner Loss(dB)	S21In(dB)	Test Freq(MHz)	Vbat(Volt)	Pwr In(dBm)	Source Magnitude	Source Phase(degree)	Source VSWR	Source Ref Coef	Magnitude	Phase(degree)	VSWR	Ref Coef	Efficiency(%)	PAE(%)	Adj Pwr Out(dBm)	Pwr Out(dBm)	Vbat_I(Amp)	Vbat_V(Volt)	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	Register Check	Reg 0	Alert Reg	Temperature(degree C)	Vramp File	Date	Time	Comment	
2	Output Power & Efficiency	L:\Lab & Testing\ATR_Chiarlo\register_maps\AM8804\AM8804_A0C_v001.map	GSM	SSSZ1111	HBLBPWRMTR	HBIn	-34.95	0.0	0.0	-7.29	1810.0	3.5	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	33.513745	33.510439	32.769043	-2.510957	1.61587	3.493614	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Disabled	1a0	1013	           	L:\Lab & Testing\ATR_Chiarlo\ramp_files\ramps_chiarloX3_4Aug09\HB_pwrsel00\chiarloX3.1.600v_ramp.txt	12-03-2009	11:55:27	No comments(this is a filler only).
//T#	TestName	Reg Map	Actual PA Operation Mode	Ext Ctrl Bits	Sw Matrix	Attenuation Switch	S21(dB)	Source Tuner Loss(dB)	Tuner Loss(dB)	S21In(dB)	Test Freq(MHz)	Vbat(Volt)	Pwr In(dBm)	Source Magnitude	Source Phase(degree)	Source VSWR	Source Ref Coef	Magnitude	Phase(degree)	VSWR	Ref Coef	Step	VAM(volt)	AM-AM	AM-PM(degree)	I(averaged)	Q(averaged)	n/a	n/a	n/a	Register Check	Reg 0	Alert Reg	Temperature(degree C)	Vramp File	Date	Time	Comment	
4	AM-AM AM-PM Distortion	L:\Lab & Testing\ATR_Chiarlo\register_maps\AM8804\AM8804_A0C_v001.map	GSM	SSSZ1111	L3B	LBIn	-31.09	0.0	0.0	-9.31	870.0	3.5	3.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	31.0	0.326525	0.837065	-20.506868	0.837065	-2.547266	0.0	0.0	0.0	Disabled	1a0	13	           	L:\Lab & Testing\ATR_Riserva\Ramp_files\ramps_riservaV2_21oct08\LBpwrsel00\staircase-1024us_ramp.txt	12-03-2009	12:02:08	No comments(this is a filler only).
4	AM-AM AM-PM Distortion	L:\Lab & Testing\ATR_Chiarlo\register_maps\AM8804\AM8804_A0C_v001.map	GSM	SSSZ1111	L3B	LBIn	-31.09	0.0	0.0	-9.31	870.0	3.5	3.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	32.0	0.33509	0.930094	-19.178882	0.930094	-2.524088	0.0	0.0	0.0	Disabled	1a0	13	           	L:\Lab & Testing\ATR_Riserva\Ramp_files\ramps_riservaV2_21oct08\LBpwrsel00\staircase-1024us_ramp.txt	12-03-2009	12:02:08	No comments(this is a filler only).
4	AM-AM AM-PM Distortion	L:\Lab & Testing\ATR_Chiarlo\register_maps\AM8804\AM8804_A0C_v001.map	GSM	SSSZ1111	L3B	LBIn	-31.09	0.0	0.0	-9.31	870.0	3.5	3.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	33.0	0.345981	1.061951	-17.37556	1.061951	-2.492614	0.0	0.0	0.0	Disabled	1a0	13	           	L:\Lab & Testing\ATR_Riserva\Ramp_files\ramps_riservaV2_21oct08\LBpwrsel00\staircase-1024us_ramp.txt	12-03-2009	12:02:09	No comments(this is a filler only).
4	AM-AM AM-PM Distortion	L:\Lab & Testing\ATR_Chiarlo\register_maps\AM8804\AM8804_A0C_v001.map	GSM	SSSZ1111	L3B	LBIn	-31.09	0.0	0.0	-9.31	870.0	3.5	3.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	34.0	0.357755	1.203333	-15.664095	1.203333	-2.462743	0.0	0.0	0.0	Disabled	1a0	13	           	L:\Lab & Testing\ATR_Riserva\Ramp_files\ramps_riservaV2_21oct08\LBpwrsel00\staircase-1024us_ramp.txt	12-03-2009	12:02:09	No comments(this is a filler only).
4	AM-AM AM-PM Distortion	L:\Lab & Testing\ATR_Chiarlo\register_maps\AM8804\AM8804_A0C_v001.map	GSM	SSSZ1111	L3B	LBIn	-31.09	0.0	0.0	-9.31	870.0	3.5	3.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	35.0	0.386936	1.551897	-12.192139	1.551897	-2.402146	0.0	0.0	0.0	Disabled	1a0	13	           	L:\Lab & Testing\ATR_Riserva\Ramp_files\ramps_riservaV2_21oct08\LBpwrsel00\staircase-1024us_ramp.txt	12-03-2009	12:02:09	No comments(this is a filler only).
4	AM-AM AM-PM Distortion	L:\Lab & Testing\ATR_Chiarlo\register_maps\AM8804\AM8804_A0C_v001.map	GSM	SSSZ1111	L3B	LBIn	-31.09	0.0	0.0	-9.31	870.0	3.5	3.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	36.0	0.427389	2.038857	-8.952391	2.038857	-2.345602	0.0	0.0	0.0	Disabled	1a0	13	           	L:\Lab & Testing\ATR_Riserva\Ramp_files\ramps_riservaV2_21oct08\LBpwrsel00\staircase-1024us_ramp.txt	12-03-2009	12:02:09	No comments(this is a filler only).
4	AM-AM AM-PM Distortion	L:\Lab & Testing\ATR_Chiarlo\register_maps\AM8804\AM8804_A0C_v001.map	GSM	SSSZ1111	L3B	LBIn	-31.09	0.0	0.0	-9.31	870.0	3.5	3.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	37.0	0.47645	2.634365	-6.293974	2.634365	-2.299204	0.0	0.0	0.0	Disabled	1a0	13	           	L:\Lab & Testing\ATR_Riserva\Ramp_files\ramps_riservaV2_21oct08\LBpwrsel00\staircase-1024us_ramp.txt	12-03-2009	12:02:09	No comments(this is a filler only).
4	AM-AM AM-PM Distortion	L:\Lab & Testing\ATR_Chiarlo\register_maps\AM8804\AM8804_A0C_v001.map	GSM	SSSZ1111	L3B	LBIn	-31.09	0.0	0.0	-9.31	870.0	3.5	3.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	38.0	0.532541	3.343354	-4.108793	3.343354	-2.261065	0.0	0.0	0.0	Disabled	1a0	13	           	L:\Lab & Testing\ATR_Riserva\Ramp_files\ramps_riservaV2_21oct08\LBpwrsel00\staircase-1024us_ramp.txt	12-03-2009	12:02:09	No comments(this is a filler only).
4	AM-AM AM-PM Distortion	L:\Lab & Testing\ATR_Chiarlo\register_maps\AM8804\AM8804_A0C_v001.map	GSM	SSSZ1111	L3B	LBIn	-31.09	0.0	0.0	-9.31	870.0	3.5	3.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	39.0	0.604761	4.306535	-2.124421	4.306535	-2.226432	0.0	0.0	0.0	Disabled	1a0	13	           	L:\Lab & Testing\ATR_Riserva\Ramp_files\ramps_riservaV2_21oct08\LBpwrsel00\staircase-1024us_ramp.txt	12-03-2009	12:02:09	No comments(this is a filler only).
4	AM-AM AM-PM Distortion	L:\Lab & Testing\ATR_Chiarlo\register_maps\AM8804\AM8804_A0C_v001.map	GSM	SSSZ1111	L3B	LBIn	-31.09	0.0	0.0	-9.31	870.0	3.5	3.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	40.0	0.700899	5.663891	-0.0757	5.663891	-2.190675	0.0	0.0	0.0	Disabled	1a0	13	           	L:\Lab & Testing\ATR_Riserva\Ramp_files\ramps_riservaV2_21oct08\LBpwrsel00\staircase-1024us_ramp.txt	12-03-2009	12:02:09	No comments(this is a filler only).
4	AM-AM AM-PM Distortion	L:\Lab & Testing\ATR_Chiarlo\register_maps\AM8804\AM8804_A0C_v001.map	GSM	SSSZ1111	L3B	LBIn	-31.09	0.0	0.0	-9.31	870.0	3.5	3.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	41.0	0.819927	7.405767	1.1516	7.405767	-2.169254	0.0	0.0	0.0	Disabled	1a0	13	           	L:\Lab & Testing\ATR_Riserva\Ramp_files\ramps_riservaV2_21oct08\LBpwrsel00\staircase-1024us_ramp.txt	12-03-2009	12:02:09	No comments(this is a filler only).
4	AM-AM AM-PM Distortion	L:\Lab & Testing\ATR_Chiarlo\register_maps\AM8804\AM8804_A0C_v001.map	GSM	SSSZ1111	L3B	LBIn	-31.09	0.0	0.0	-9.31	870.0	3.5	3.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	42.0	0.976191	9.76478	1.979962	9.76478	-2.154797	0.0	0.0	0.0	Disabled	1a0	13	           	L:\Lab & Testing\ATR_Riserva\Ramp_files\ramps_riservaV2_21oct08\LBpwrsel00\staircase-1024us_ramp.txt	12-03-2009	12:02:10	No comments(this is a filler only).
4	AM-AM AM-PM Distortion	L:\Lab & Testing\ATR_Chiarlo\register_maps\AM8804\AM8804_A0C_v001.map	GSM	SSSZ1111	L3B	LBIn	-31.09	0.0	0.0	-9.31	870.0	3.5	3.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	43.0	1.161993	12.387329	1.215374	12.387329	-2.168141	0.0	0.0	0.0	Disabled	1a0	13	           	L:\Lab & Testing\ATR_Riserva\Ramp_files\ramps_riservaV2_21oct08\LBpwrsel00\staircase-1024us_ramp.txt	12-03-2009	12:02:10	No comments(this is a filler only).
4	AM-AM AM-PM Distortion	L:\Lab & Testing\ATR_Chiarlo\register_maps\AM8804\AM8804_A0C_v001.map	GSM	SSSZ1111	L3B	LBIn	-31.09	0.0	0.0	-9.31	870.0	3.5	3.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	44.0	1.404217	15.64344	1.397011	15.64344	-2.164971	0.0	0.0	0.0	Disabled	1a0	13	           	L:\Lab & Testing\ATR_Riserva\Ramp_files\ramps_riservaV2_21oct08\LBpwrsel00\staircase-1024us_ramp.txt	12-03-2009	12:02:10	No comments(this is a filler only).
4	AM-AM AM-PM Distortion	L:\Lab & Testing\ATR_Chiarlo\register_maps\AM8804\AM8804_A0C_v001.map	GSM	SSSZ1111	L3B	LBIn	-31.09	0.0	0.0	-9.31	870.0	3.5	3.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	45.0	1.626075	16.562998	0.0	16.562998	-2.189353	0.0	0.0	0.0	Disabled	1a0	13	           	L:\Lab & Testing\ATR_Riserva\Ramp_files\ramps_riservaV2_21oct08\LBpwrsel00\staircase-1024us_ramp.txt	12-03-2009	12:02:10	No comments(this is a filler only).
4	AM-AM AM-PM Distortion	L:\Lab & Testing\ATR_Chiarlo\register_maps\AM8804\AM8804_A0C_v001.map	GSM	SSSZ1111	L3B	LBIn	-31.09	0.0	0.0	-9.31	870.0	3.2	3.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.247828	0.015543	-42.266115	0.015543	-2.944449	0.0	0.0	0.0	Disabled	1a0	13	           	L:\Lab & Testing\ATR_Riserva\Ramp_files\ramps_riservaV2_21oct08\LBpwrsel00\staircase-1024us_ramp.txt	12-03-2009	12:02:40	No comments(this is a filler only).
4	AM-AM AM-PM Distortion	L:\Lab & Testing\ATR_Chiarlo\register_maps\AM8804\AM8804_A0C_v001.map	GSM	SSSZ1111	L3B	LBIn	-31.09	0.0	0.0	-9.31	870.0	3.2	3.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	2.0	0.248234	0.016636	-40.032268	0.016636	-2.905461	0.0	0.0	0.0	Disabled	1a0	13	           	L:\Lab & Testing\ATR_Riserva\Ramp_files\ramps_riservaV2_21oct08\LBpwrsel00\staircase-1024us_ramp.txt	12-03-2009	12:02:40	No comments(this is a filler only).
4	AM-AM AM-PM Distortion	L:\Lab & Testing\ATR_Chiarlo\register_maps\AM8804\AM8804_A0C_v001.map	GSM	SSSZ1111	L3B	LBIn	-31.09	0.0	0.0	-9.31	870.0	3.2	3.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	3.0	0.249155	0.019511	-35.636047	0.019511	-2.828733	0.0	0.0	0.0	Disabled	1a0	13	           	L:\Lab & Testing\ATR_Riserva\Ramp_files\ramps_riservaV2_21oct08\LBpwrsel00\staircase-1024us_ramp.txt	12-03-2009	12:02:40	No comments(this is a filler only).
4	AM-AM AM-PM Distortion	L:\Lab & Testing\ATR_Chiarlo\register_maps\AM8804\AM8804_A0C_v001.map	GSM	SSSZ1111	L3B	LBIn	-31.09	0.0	0.0	-9.31	870.0	3.2	3.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	4.0	0.250729	0.023004	-32.019042	0.023004	-2.765604	0.0	0.0	0.0	Disabled	1a0	13	           	L:\Lab & Testing\ATR_Riserva\Ramp_files\ramps_riservaV2_21oct08\LBpwrsel00\staircase-1024us_ramp.txt	12-03-2009	12:02:40	No comments(this is a filler only).
4	AM-AM AM-PM Distortion	L:\Lab & Testing\ATR_Chiarlo\register_maps\AM8804\AM8804_A0C_v001.map	GSM	SSSZ1111	L3B	LBIn	-31.09	0.0	0.0	-9.31	870.0	3.2	3.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	5.0	0.253778	0.034131	-26.535234	0.034131	-2.669894	0.0	0.0	0.0	Disabled	1a0	13	           	L:\Lab & Testing\ATR_Riserva\Ramp_files\ramps_riservaV2_21oct08\LBpwrsel00\staircase-1024us_ramp.txt	12-03-2009	12:02:40	No comments(this is a filler only).
4	AM-AM AM-PM Distortion	L:\Lab & Testing\ATR_Chiarlo\register_maps\AM8804\AM8804_A0C_v001.map	GSM	SSSZ1111	L3B	LBIn	-31.09	0.0	0.0	-9.31	870.0	3.2	3.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	6.0	0.260134	0.085503	-21.962477	0.085503	-2.590084	0.0	0.0	0.0	Disabled	1a0	13	           	L:\Lab & Testing\ATR_Riserva\Ramp_files\ramps_riservaV2_21oct08\LBpwrsel00\staircase-1024us_ramp.txt	12-03-2009	12:02:41	No comments(this is a filler only).
4	AM-AM AM-PM Distortion	L:\Lab & Testing\ATR_Chiarlo\register_maps\AM8804\AM8804_A0C_v001.map	GSM	SSSZ1111	L3B	LBIn	-31.09	0.0	0.0	-9.31	870.0	3.2	3.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	7.0	0.26156	0.110224	-22.145273	0.110224	-2.593275	0.0	0.0	0.0	Disabled	1a0	13	           	L:\Lab & Testing\ATR_Riserva\Ramp_files\ramps_riservaV2_21oct08\LBpwrsel00\staircase-1024us_ramp.txt	12-03-2009	12:02:41	No comments(this is a filler only).
4	AM-AM AM-PM Distortion	L:\Lab & Testing\ATR_Chiarlo\register_maps\AM8804\AM8804_A0C_v001.map	GSM	SSSZ1111	L3B	LBIn	-31.09	0.0	0.0	-9.31	870.0	3.2	3.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	8.0	0.262625	0.124263	-22.232276	0.124263	-2.594793	0.0	0.0	0.0	Disabled	1a0	13	           	L:\Lab & Testing\ATR_Riserva\Ramp_files\ramps_riservaV2_21oct08\LBpwrsel00\staircase-1024us_ramp.txt	12-03-2009	12:02:41	No comments(this is a filler only).
4	AM-AM AM-PM Distortion	L:\Lab & Testing\ATR_Chiarlo\register_maps\AM8804\AM8804_A0C_v001.map	GSM	SSSZ1111	L3B	LBIn	-31.09	0.0	0.0	-9.31	870.0	3.2	3.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	9.0	0.263927	0.141127	-22.423874	0.141127	-2.598137	0.0	0.0	0.0	Disabled	1a0	13	           	L:\Lab & Testing\ATR_Riserva\Ramp_files\ramps_riservaV2_21oct08\LBpwrsel00\staircase-1024us_ramp.txt	12-03-2009	12:02:41	No comments(this is a filler only).
4	AM-AM AM-PM Distortion	L:\Lab & Testing\ATR_Chiarlo\register_maps\AM8804\AM8804_A0C_v001.map	GSM	SSSZ1111	L3B	LBIn	-31.09	0.0	0.0	-9.31	870.0	3.2	3.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	10.0	0.264636	0.150956	-22.400392	0.150956	-2.597727	0.0	0.0	0.0	Disabled	1a0	13	           	L:\Lab & Testing\ATR_Riserva\Ramp_files\ramps_riservaV2_21oct08\LBpwrsel00\staircase-1024us_ramp.txt	12-03-2009	12:02:41	No comments(this is a filler only).
4	AM-AM AM-PM Distortion	L:\Lab & Testing\ATR_Chiarlo\register_maps\AM8804\AM8804_A0C_v001.map	GSM	SSSZ1111	L3B	LBIn	-31.09	0.0	0.0	-9.31	870.0	3.2	3.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	11.0	0.265725	0.164081	-22.467651	0.164081	-2.598901	0.0	0.0	0.0	Disabled	1a0	13	           	L:\Lab & Testing\ATR_Riserva\Ramp_files\ramps_riservaV2_21oct08\LBpwrsel00\staircase-1024us_ramp.txt	12-03-2009	12:02:41	No comments(this is a filler only).
4	AM-AM AM-PM Distortion	L:\Lab & Testing\ATR_Chiarlo\register_maps\AM8804\AM8804_A0C_v001.map	GSM	SSSZ1111	L3B	LBIn	-31.09	0.0	0.0	-9.31	870.0	3.2	3.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	12.0	0.267148	0.189277	-22.640823	0.189277	-2.601923	0.0	0.0	0.0	Disabled	1a0	13	           	L:\Lab & Testing\ATR_Riserva\Ramp_files\ramps_riservaV2_21oct08\LBpwrsel00\staircase-1024us_ramp.txt	12-03-2009	12:02:41	No comments(this is a filler only).
4	AM-AM AM-PM Distortion	L:\Lab & Testing\ATR_Chiarlo\register_maps\AM8804\AM8804_A0C_v001.map	GSM	SSSZ1111	L3B	LBIn	-31.09	0.0	0.0	-9.31	870.0	3.2	3.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	13.0	0.268335	0.211077	-22.713835	0.211077	-2.603198	0.0	0.0	0.0	Disabled	1a0	13	           	L:\Lab & Testing\ATR_Riserva\Ramp_files\ramps_riservaV2_21oct08\LBpwrsel00\staircase-1024us_ramp.txt	12-03-2009	12:02:41	No comments(this is a filler only).
4	AM-AM AM-PM Distortion	L:\Lab & Testing\ATR_Chiarlo\register_maps\AM8804\AM8804_A0C_v001.map	GSM	SSSZ1111	L3B	LBIn	-31.09	0.0	0.0	-9.31	870.0	3.2	3.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	14.0	0.269835	0.23227	-22.747534	0.23227	-2.603786	0.0	0.0	0.0	Disabled	1a0	13	           	L:\Lab & Testing\ATR_Riserva\Ramp_files\ramps_riservaV2_21oct08\LBpwrsel00\staircase-1024us_ramp.txt	12-03-2009	12:02:42	No comments(this is a filler only).
4	AM-AM AM-PM Distortion	L:\Lab & Testing\ATR_Chiarlo\register_maps\AM8804\AM8804_A0C_v001.map	GSM	SSSZ1111	L3B	LBIn	-31.09	0.0	0.0	-9.31	870.0	3.2	3.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	15.0	0.271343	0.244628	-22.769798	0.244628	-2.604175	0.0	0.0	0.0	Disabled	1a0	13	           	L:\Lab & Testing\ATR_Riserva\Ramp_files\ramps_riservaV2_21oct08\LBpwrsel00\staircase-1024us_ramp.txt	12-03-2009	12:02:42	No comments(this is a filler only).
4	AM-AM AM-PM Distortion	L:\Lab & Testing\ATR_Chiarlo\register_maps\AM8804\AM8804_A0C_v001.map	GSM	SSSZ1111	L3B	LBIn	-31.09	0.0	0.0	-9.31	870.0	3.2	3.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	16.0	0.272894	0.26389	-22.696361	0.26389	-2.602893	0.0	0.0	0.0	Disabled	1a0	13	           	L:\Lab & Testing\ATR_Riserva\Ramp_files\ramps_riservaV2_21oct08\LBpwrsel00\staircase-1024us_ramp.txt	12-03-2009	12:02:42	No comments(this is a filler only).
4	AM-AM AM-PM Distortion	L:\Lab & Testing\ATR_Chiarlo\register_maps\AM8804\AM8804_A0C_v001.map	GSM	SSSZ1111	L3B	LBIn	-31.09	0.0	0.0	-9.31	870.0	3.2	3.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	17.0	0.274581	0.285416	-22.692569	0.285416	-2.602827	0.0	0.0	0.0	Disabled	1a0	13	           	L:\Lab & Testing\ATR_Riserva\Ramp_files\ramps_riservaV2_21oct08\LBpwrsel00\staircase-1024us_ramp.txt	12-03-2009	12:02:42	No comments(this is a filler only).
4	AM-AM AM-PM Distortion	L:\Lab & Testing\ATR_Chiarlo\register_maps\AM8804\AM8804_A0C_v001.map	GSM	SSSZ1111	L3B	LBIn	-31.09	0.0	0.0	-9.31	870.0	3.2	3.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	18.0	0.275831	0.300026	-22.569242	0.300026	-2.600674	0.0	0.0	0.0	Disabled	1a0	13	           	L:\Lab & Testing\ATR_Riserva\Ramp_files\ramps_riservaV2_21oct08\LBpwrsel00\staircase-1024us_ramp.txt	12-03-2009	12:02:42	No comments(this is a filler only).
4	AM-AM AM-PM Distortion	L:\Lab & Testing\ATR_Chiarlo\register_maps\AM8804\AM8804_A0C_v001.map	GSM	SSSZ1111	L3B	LBIn	-31.09	0.0	0.0	-9.31	870.0	3.2	3.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	19.0	0.276551	0.310929	-22.483449	0.310929	-2.599177	0.0	0.0	0.0	Disabled	1a0	13	           	L:\Lab & Testing\ATR_Riserva\Ramp_files\ramps_riservaV2_21oct08\LBpwrsel00\staircase-1024us_ramp.txt	12-03-2009	12:02:42	No comments(this is a filler only).
4	AM-AM AM-PM Distortion	L:\Lab & Testing\ATR_Chiarlo\register_maps\AM8804\AM8804_A0C_v001.map	GSM	SSSZ1111	L3B	LBIn	-31.09	0.0	0.0	-9.31	870.0	3.2	3.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	20.0	0.277676	0.319944	-22.432074	0.319944	-2.59828	0.0	0.0	0.0	Disabled	1a0	13	           	L:\Lab & Testing\ATR_Riserva\Ramp_files\ramps_riservaV2_21oct08\LBpwrsel00\staircase-1024us_ramp.txt	12-03-2009	12:02:42	No comments(this is a filler only).
4	AM-AM AM-PM Distortion	L:\Lab & Testing\ATR_Chiarlo\register_maps\AM8804\AM8804_A0C_v001.map	GSM	SSSZ1111	L3B	LBIn	-31.09	0.0	0.0	-9.31	870.0	3.2	3.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	21.0	0.278429	0.322905	-22.456019	0.322905	-2.598698	0.0	0.0	0.0	Disabled	1a0	13	           	L:\Lab & Testing\ATR_Riserva\Ramp_files\ramps_riservaV2_21oct08\LBpwrsel00\staircase-1024us_ramp.txt	12-03-2009	12:02:42	No comments(this is a filler only).
4	AM-AM AM-PM Distortion	L:\Lab & Testing\ATR_Chiarlo\register_maps\AM8804\AM8804_A0C_v001.map	GSM	SSSZ1111	L3B	LBIn	-31.09	0.0	0.0	-9.31	870.0	3.2	3.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	22.0	0.279569	0.333184	-22.376064	0.333184	-2.597303	0.0	0.0	0.0	Disabled	1a0	13	           	L:\Lab & Testing\ATR_Riserva\Ramp_files\ramps_riservaV2_21oct08\LBpwrsel00\staircase-1024us_ramp.txt	12-03-2009	12:02:42	No comments(this is a filler only).
4	AM-AM AM-PM Distortion	L:\Lab & Testing\ATR_Chiarlo\register_maps\AM8804\AM8804_A0C_v001.map	GSM	SSSZ1111	L3B	LBIn	-31.09	0.0	0.0	-9.31	870.0	3.2	3.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	23.0	0.282084	0.364847	-22.209949	0.364847	-2.594403	0.0	0.0	0.0	Disabled	1a0	13	           	L:\Lab & Testing\ATR_Riserva\Ramp_files\ramps_riservaV2_21oct08\LBpwrsel00\staircase-1024us_ramp.txt	12-03-2009	12:02:43	No comments(this is a filler only).
4	AM-AM AM-PM Distortion	L:\Lab & Testing\ATR_Chiarlo\register_maps\AM8804\AM8804_A0C_v001.map	GSM	SSSZ1111	L3B	LBIn	-31.09	0.0	0.0	-9.31	870.0	3.2	3.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	24.0	0.284488	0.39116	-21.993971	0.39116	-2.590634	0.0	0.0	0.0	Disabled	1a0	13	           	L:\Lab & Testing\ATR_Riserva\Ramp_files\ramps_riservaV2_21oct08\LBpwrsel00\staircase-1024us_ramp.txt	12-03-2009	12:02:43	No comments(this is a filler only).
4	AM-AM AM-PM Distortion	L:\Lab & Testing\ATR_Chiarlo\register_maps\AM8804\AM8804_A0C_v001.map	GSM	SSSZ1111	L3B	LBIn	-31.09	0.0	0.0	-9.31	870.0	3.2	3.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	25.0	0.287102	0.416322	-21.97457	0.416322	-2.590295	0.0	0.0	0.0	Disabled	1a0	13	           	L:\Lab & Testing\ATR_Riserva\Ramp_files\ramps_riservaV2_21oct08\LBpwrsel00\staircase-1024us_ramp.txt	12-03-2009	12:02:43	No comments(this is a filler only).
