//**************************************************************************************************************
//File Type: Amalfi PA Test Measurment Data Log File
//Log File Format Version: 1
//Test Type:Auto Script
//Serial Number: xAM8901-TB0C-T-U-CB-SN004
//Part Number (Chip ID): AM8901 B0C
//Chip Model: Chiarlo 8901 EDGE PAM
//DUT Test GUI Version Number: Rev. A1.00.292
//FPGA Version Number: 21
//PICC Version Number: 13
//Station Number: 2
//Test Date & Time: 02-17-2010 17:42:42
//Temperature Soak Time (in secs): Test @ Ambient
//Script File Name: l:\Lab & Testing\XS\PAM\AM8901 Spec Test\GSM\AM8901_B0C_Reg27_X3_Quadband_Nominal_LB_long.script
//ATR Correlation Log File Not Found.
//Comment:
//**************************************************************************************************************																																																						
//T#	TestName	Reg Map	Actual PA Operation Mode	Ext Ctrl Bits	VRamp Search Directory	VRamp Search Start(Volt)	VRamp Search Stop(Volt)	TRP Target Power(dBm)	Waveform File Name	Sw Matrix	Attenuation Switch	S21(dB)	Source Tuner Loss(dB)	Tuner Loss(dB)	S21In(dB)	Test Freq(MHz)	Vbat(Volt)	Pwr In(dBm)	Source Magnitude	Source Phase(degree)	Source VSWR	Source Ref Coef	Magnitude	Phase(degree)	VSWR	Ref Coef	Efficiency(%)	PAE(%)	Adj Pwr Out(dBm)	Pwr Out(dBm)	Vbat_I(Amp)	Vbat_V(Volt)	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	Register Check	Reg 0	Alert Reg	Temperature(degree C)	Vramp File	Date	Time	Comment
//Script File Name: l:\Lab & Testing\XS\PAM\AM8901 Spec Test\GSM\AM8901_B0C_Reg27_X3_Quadband_Nominal_HB_long.script																																																						
//ATR Correlation Log File Not Found.																																																						
//Comment:																																																						
//**************************************************************************************************************																																																						
//T#	TestName	Reg Map	Actual PA Operation Mode	Ext Ctrl Bits	VRamp Search Directory	VRamp Search Start(Volt)	VRamp Search Stop(Volt)	TRP Target Power(dBm)	Waveform File Name	Sw Matrix	Attenuation Switch	S21(dB)	Source Tuner Loss(dB)	Tuner Loss(dB)	S21In(dB)	Test Freq(MHz)	Vbat(Volt)	Pwr In(dBm)	Source Magnitude	Source Phase(degree)	Source VSWR	Source Ref Coef	Magnitude	Phase(degree)	VSWR	Ref Coef	Efficiency(%)	PAE(%)	Adj Pwr Out(dBm)	Pwr Out(dBm)	Vbat_I(Amp)	Vbat_V(Volt)	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	Register Check	Reg 0	Alert Reg	Temperature(degree C)	Vramp File	Date	Time	Comment
1	Output Power & Efficiency	L:\Lab & Testing\ATR_Chiarlo\register_maps\AM8901\AM8901_B0C_v027.map	Polar EDGE	SSSZ1111	Null	0.85	1.8	32	GSM_WFM1.wfm	H1B	LBIn	-25.75	0	0	-6.85	1710	4.5	0	0	0	1	0	0	0	1	0	43.490344	43.486975	34.258376	8.508376	1.36396	4.494104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Disabled	120	b	25	L:\Lab & Testing\ATR_Chiarlo\ramp_files\ramps_chiarloV3_9Nov09\HB_pwrsel00\r.1.790v_ramp.txt	2/17/2010	19:45:53	No comments(this is a filler only).
1	Output Power & Efficiency	L:\Lab & Testing\ATR_Chiarlo\register_maps\AM8901\AM8901_B0C_v027.map	Polar EDGE	SSSZ1111	Null	0.85	1.8	32	GSM_WFM1.wfm	H1B	LBIn	-25.75	0	0	-6.85	1710	3.5	0	0	0	1	0	0	0	1	0	43.806729	43.802435	33.236356	7.486356	1.37648	3.494016	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Disabled	120	b	25	L:\Lab & Testing\ATR_Chiarlo\ramp_files\ramps_chiarloV3_9Nov09\HB_pwrsel00\r.1.790v_ramp.txt	2/17/2010	19:45:54	No comments(this is a filler only).
1	Output Power & Efficiency	L:\Lab & Testing\ATR_Chiarlo\register_maps\AM8901\AM8901_B0C_v027.map	Polar EDGE	SSSZ1111	Null	0.85	1.8	32	GSM_WFM1.wfm	H1B	LBIn	-25.75	0	0	-6.85	1710	2.7	0	0	0	1	0	0	0	1	0	39.220205	39.213865	31.064107	5.314107	1.20935	2.693697	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Disabled	120	c00b	25	L:\Lab & Testing\ATR_Chiarlo\ramp_files\ramps_chiarloV3_9Nov09\HB_pwrsel00\r.1.790v_ramp.txt	2/17/2010	19:45:55	No comments(this is a filler only).
1	Output Power & Efficiency	L:\Lab & Testing\ATR_Chiarlo\register_maps\AM8901\AM8901_B0C_v027.map	Polar EDGE	SSSZ1111	Null	0.85	1.8	32	GSM_WFM1.wfm	H1B	LBIn	-25.75	0	0	-6.85	1710	4.5	3	0	0	1	0	0	0	1	0	43.554541	43.54782	34.266164	8.516164	1.36437	4.494184	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Disabled	120	b	25	L:\Lab & Testing\ATR_Chiarlo\ramp_files\ramps_chiarloV3_9Nov09\HB_pwrsel00\r.1.790v_ramp.txt	2/17/2010	19:45:57	No comments(this is a filler only).
1	Output Power & Efficiency	L:\Lab & Testing\ATR_Chiarlo\register_maps\AM8901\AM8901_B0C_v027.map	Polar EDGE	SSSZ1111	Null	0.85	1.8	32	GSM_WFM1.wfm	H1B	LBIn	-25.75	0	0	-6.85	1710	3.5	3	0	0	1	0	0	0	1	0	43.984801	43.976203	33.239053	7.489053	1.37174	3.494064	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Disabled	120	b	25	L:\Lab & Testing\ATR_Chiarlo\ramp_files\ramps_chiarloV3_9Nov09\HB_pwrsel00\r.1.790v_ramp.txt	2/17/2010	19:45:58	No comments(this is a filler only).
1	Output Power & Efficiency	L:\Lab & Testing\ATR_Chiarlo\register_maps\AM8901\AM8901_B0C_v027.map	Polar EDGE	SSSZ1111	Null	0.85	1.8	32	GSM_WFM1.wfm	H1B	LBIn	-25.75	0	0	-6.85	1710	2.7	3	0	0	1	0	0	0	1	0	39.213518	39.200881	31.067735	5.317735	1.2106	2.693624	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Disabled	120	c00b	25	L:\Lab & Testing\ATR_Chiarlo\ramp_files\ramps_chiarloV3_9Nov09\HB_pwrsel00\r.1.790v_ramp.txt	2/17/2010	19:45:58	No comments(this is a filler only).
1	Output Power & Efficiency	L:\Lab & Testing\ATR_Chiarlo\register_maps\AM8901\AM8901_B0C_v027.map	Polar EDGE	SSSZ1111	Null	0.85	1.8	32	GSM_WFM1.wfm	H1B	LBIn	-25.75	0	0	-6.85	1710	4.5	6	0	0	1	0	0	0	1	0	43.573663	43.560248	34.266266	8.516266	1.36379	4.494228	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Disabled	120	b	25	L:\Lab & Testing\ATR_Chiarlo\ramp_files\ramps_chiarloV3_9Nov09\HB_pwrsel00\r.1.790v_ramp.txt	2/17/2010	19:46:00	No comments(this is a filler only).
1	Output Power & Efficiency	L:\Lab & Testing\ATR_Chiarlo\register_maps\AM8901\AM8901_B0C_v027.map	Polar EDGE	SSSZ1111	Null	0.85	1.8	32	GSM_WFM1.wfm	H1B	LBIn	-25.75	0	0	-6.85	1710	3.5	6	0	0	1	0	0	0	1	0	43.936862	43.919713	33.235956	7.485956	1.37224	3.494109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Disabled	120	b	25	L:\Lab & Testing\ATR_Chiarlo\ramp_files\ramps_chiarloV3_9Nov09\HB_pwrsel00\r.1.790v_ramp.txt	2/17/2010	19:46:01	No comments(this is a filler only).
1	Output Power & Efficiency	L:\Lab & Testing\ATR_Chiarlo\register_maps\AM8901\AM8901_B0C_v027.map	Polar EDGE	SSSZ1111	Null	0.85	1.8	32	GSM_WFM1.wfm	H1B	LBIn	-25.75	0	0	-6.85	1710	2.7	6	0	0	1	0	0	0	1	0	39.263962	39.238708	31.066661	5.316661	1.20872	2.693682	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Disabled	120	c00b	25	L:\Lab & Testing\ATR_Chiarlo\ramp_files\ramps_chiarloV3_9Nov09\HB_pwrsel00\r.1.790v_ramp.txt	2/17/2010	19:46:02	No comments(this is a filler only).
1	Output Power & Efficiency	L:\Lab & Testing\ATR_Chiarlo\register_maps\AM8901\AM8901_B0C_v027.map	Polar EDGE	SSSZ1111	Null	0.85	1.8	32	GSM_WFM1.wfm	H1B	LBIn	-25.75	0	0	-6.93	1748	4.5	0	0	0	1	0	0	0	1	0	44.88335	44.879996	34.33552	8.58552	1.34529	4.494184	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Disabled	120	b	25	L:\Lab & Testing\ATR_Chiarlo\ramp_files\ramps_chiarloV3_9Nov09\HB_pwrsel00\r.1.790v_ramp.txt	2/17/2010	19:46:04	No comments(this is a filler only).
1	Output Power & Efficiency	L:\Lab & Testing\ATR_Chiarlo\register_maps\AM8901\AM8901_B0C_v027.map	Polar EDGE	SSSZ1111	Null	0.85	1.8	32	GSM_WFM1.wfm	H1B	LBIn	-25.75	0	0	-6.93	1748	3.5	0	0	0	1	0	0	0	1	0	44.209946	44.20561	33.154142	7.404142	1.33828	3.494196	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Disabled	120	b	25	L:\Lab & Testing\ATR_Chiarlo\ramp_files\ramps_chiarloV3_9Nov09\HB_pwrsel00\r.1.790v_ramp.txt	2/17/2010	19:46:05	No comments(this is a filler only).
1	Output Power & Efficiency	L:\Lab & Testing\ATR_Chiarlo\register_maps\AM8901\AM8901_B0C_v027.map	Polar EDGE	SSSZ1111	Null	0.85	1.8	32	GSM_WFM1.wfm	H1B	LBIn	-25.75	0	0	-6.93	1748	2.7	0	0	0	1	0	0	0	1	0	39.688246	39.681805	30.96683	5.21683	1.16859	2.69376	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Disabled	120	c00b	25	L:\Lab & Testing\ATR_Chiarlo\ramp_files\ramps_chiarloV3_9Nov09\HB_pwrsel00\r.1.790v_ramp.txt	2/17/2010	19:46:06	No comments(this is a filler only).
1	Output Power & Efficiency	L:\Lab & Testing\ATR_Chiarlo\register_maps\AM8901\AM8901_B0C_v027.map	Polar EDGE	SSSZ1111	Null	0.85	1.8	32	GSM_WFM1.wfm	H1B	LBIn	-25.75	0	0	-6.93	1748	4.5	3	0	0	1	0	0	0	1	0	44.943606	44.936905	34.335585	8.585585	1.34352	4.494139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Disabled	120	b	25	L:\Lab & Testing\ATR_Chiarlo\ramp_files\ramps_chiarloV3_9Nov09\HB_pwrsel00\r.1.790v_ramp.txt	2/17/2010	19:46:08	No comments(this is a filler only).
1	Output Power & Efficiency	L:\Lab & Testing\ATR_Chiarlo\register_maps\AM8901\AM8901_B0C_v027.map	Polar EDGE	SSSZ1111	Null	0.85	1.8	32	GSM_WFM1.wfm	H1B	LBIn	-25.75	0	0	-6.93	1748	3.5	3	0	0	1	0	0	0	1	0	44.325643	44.316975	33.157007	7.407007	1.33571	3.494085	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Disabled	120	b	25	L:\Lab & Testing\ATR_Chiarlo\ramp_files\ramps_chiarloV3_9Nov09\HB_pwrsel00\r.1.790v_ramp.txt	2/17/2010	19:46:08	No comments(this is a filler only).
1	Output Power & Efficiency	L:\Lab & Testing\ATR_Chiarlo\register_maps\AM8901\AM8901_B0C_v027.map	Polar EDGE	SSSZ1111	Null	0.85	1.8	32	GSM_WFM1.wfm	H1B	LBIn	-25.75	0	0	-6.93	1748	2.7	3	0	0	1	0	0	0	1	0	39.738616	39.725761	30.971137	5.221137	1.16826	2.693776	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Disabled	120	c00b	25	L:\Lab & Testing\ATR_Chiarlo\ramp_files\ramps_chiarloV3_9Nov09\HB_pwrsel00\r.1.790v_ramp.txt	2/17/2010	19:46:09	No comments(this is a filler only).
1	Output Power & Efficiency	L:\Lab & Testing\ATR_Chiarlo\register_maps\AM8901\AM8901_B0C_v027.map	Polar EDGE	SSSZ1111	Null	0.85	1.8	32	GSM_WFM1.wfm	H1B	LBIn	-25.75	0	0	-6.93	1748	4.5	6	0	0	1	0	0	0	1	0	44.962801	44.94943	34.336805	8.586805	1.34332	4.494151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Disabled	120	b	25	L:\Lab & Testing\ATR_Chiarlo\ramp_files\ramps_chiarloV3_9Nov09\HB_pwrsel00\r.1.790v_ramp.txt	2/17/2010	19:46:11	No comments(this is a filler only).
1	Output Power & Efficiency	L:\Lab & Testing\ATR_Chiarlo\register_maps\AM8901\AM8901_B0C_v027.map	Polar EDGE	SSSZ1111	Null	0.85	1.8	32	GSM_WFM1.wfm	H1B	LBIn	-25.75	0	0	-6.93	1748	3.5	6	0	0	1	0	0	0	1	0	44.354641	44.33733	33.156052	7.406052	1.33452	3.494146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Disabled	120	b	25	L:\Lab & Testing\ATR_Chiarlo\ramp_files\ramps_chiarloV3_9Nov09\HB_pwrsel00\r.1.790v_ramp.txt	2/17/2010	19:46:12	No comments(this is a filler only).
1	Output Power & Efficiency	L:\Lab & Testing\ATR_Chiarlo\register_maps\AM8901\AM8901_B0C_v027.map	Polar EDGE	SSSZ1111	Null	0.85	1.8	32	GSM_WFM1.wfm	H1B	LBIn	-25.75	0	0	-6.93	1748	2.7	6	0	0	1	0	0	0	1	0	39.792597	39.766905	30.969952	5.219952	1.16633	2.693838	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Disabled	120	c00b	25	L:\Lab & Testing\ATR_Chiarlo\ramp_files\ramps_chiarloV3_9Nov09\HB_pwrsel00\r.1.790v_ramp.txt	2/17/2010	19:46:13	No comments(this is a filler only).
1	Output Power & Efficiency	L:\Lab & Testing\ATR_Chiarlo\register_maps\AM8901\AM8901_B0C_v027.map	Polar EDGE	SSSZ1111	Null	0.85	1.8	32	GSM_WFM1.wfm	H1B	LBIn	-25.8	0	0	-7.11	1785	4.5	0	0	0	1	0	0	0	1	0	46.264328	46.261054	34.391128	8.591128	1.32193	4.494259	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Disabled	120	b	25	L:\Lab & Testing\ATR_Chiarlo\ramp_files\ramps_chiarloV3_9Nov09\HB_pwrsel00\r.1.790v_ramp.txt	2/17/2010	19:46:15	No comments(this is a filler only).
1	Output Power & Efficiency	L:\Lab & Testing\ATR_Chiarlo\register_maps\AM8901\AM8901_B0C_v027.map	Polar EDGE	SSSZ1111	Null	0.85	1.8	32	GSM_WFM1.wfm	H1B	LBIn	-25.8	0	0	-7.11	1785	3.5	0	0	0	1	0	0	0	1	0	44.398092	44.393831	33.068612	7.268612	1.30663	3.494172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Disabled	120	b	25	L:\Lab & Testing\ATR_Chiarlo\ramp_files\ramps_chiarloV3_9Nov09\HB_pwrsel00\r.1.790v_ramp.txt	2/17/2010	19:46:16	No comments(this is a filler only).
1	Output Power & Efficiency	L:\Lab & Testing\ATR_Chiarlo\register_maps\AM8901\AM8901_B0C_v027.map	Polar EDGE	SSSZ1111	Null	0.85	1.8	32	GSM_WFM1.wfm	H1B	LBIn	-25.8	0	0	-7.11	1785	2.7	0	0	0	1	0	0	0	1	0	40.762654	40.756213	30.903395	5.103395	1.12123	2.693905	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Disabled	120	c00b	25	L:\Lab & Testing\ATR_Chiarlo\ramp_files\ramps_chiarloV3_9Nov09\HB_pwrsel00\r.1.790v_ramp.txt	2/17/2010	19:46:17	No comments(this is a filler only).
1	Output Power & Efficiency	L:\Lab & Testing\ATR_Chiarlo\register_maps\AM8901\AM8901_B0C_v027.map	Polar EDGE	SSSZ1111	Null	0.85	1.8	32	GSM_WFM1.wfm	H1B	LBIn	-25.8	0	0	-7.11	1785	4.5	3	0	0	1	0	0	0	1	0	46.334501	46.327965	34.395605	8.595605	1.32127	4.494325	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Disabled	120	b	25	L:\Lab & Testing\ATR_Chiarlo\ramp_files\ramps_chiarloV3_9Nov09\HB_pwrsel00\r.1.790v_ramp.txt	2/17/2010	19:46:18	No comments(this is a filler only).
1	Output Power & Efficiency	L:\Lab & Testing\ATR_Chiarlo\register_maps\AM8901\AM8901_B0C_v027.map	Polar EDGE	SSSZ1111	Null	0.85	1.8	32	GSM_WFM1.wfm	H1B	LBIn	-25.8	0	0	-7.11	1785	3.5	3	0	0	1	0	0	0	1	0	44.586153	44.577625	33.073636	7.273636	1.30256	3.494345	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Disabled	120	b	25	L:\Lab & Testing\ATR_Chiarlo\ramp_files\ramps_chiarloV3_9Nov09\HB_pwrsel00\r.1.790v_ramp.txt	2/17/2010	19:46:19	No comments(this is a filler only).
1	Output Power & Efficiency	L:\Lab & Testing\ATR_Chiarlo\register_maps\AM8901\AM8901_B0C_v027.map	Polar EDGE	SSSZ1111	Null	0.85	1.8	32	GSM_WFM1.wfm	H1B	LBIn	-25.8	0	0	-7.11	1785	2.7	3	0	0	1	0	0	0	1	0	40.848533	40.835666	30.90671	5.10671	1.11969	2.693994	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Disabled	120	c00b	25	L:\Lab & Testing\ATR_Chiarlo\ramp_files\ramps_chiarloV3_9Nov09\HB_pwrsel00\r.1.790v_ramp.txt	2/17/2010	19:46:20	No comments(this is a filler only).
1	Output Power & Efficiency	L:\Lab & Testing\ATR_Chiarlo\register_maps\AM8901\AM8901_B0C_v027.map	Polar EDGE	SSSZ1111	Null	0.85	1.8	32	GSM_WFM1.wfm	H1B	LBIn	-25.8	0	0	-7.11	1785	4.5	6	0	0	1	0	0	0	1	0	46.378438	46.365382	34.395067	8.595067	1.31987	4.494273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Disabled	120	b	25	L:\Lab & Testing\ATR_Chiarlo\ramp_files\ramps_chiarloV3_9Nov09\HB_pwrsel00\r.1.790v_ramp.txt	2/17/2010	19:46:22	No comments(this is a filler only).
1	Output Power & Efficiency	L:\Lab & Testing\ATR_Chiarlo\register_maps\AM8901\AM8901_B0C_v027.map	Polar EDGE	SSSZ1111	Null	0.85	1.8	32	GSM_WFM1.wfm	H1B	LBIn	-25.8	0	0	-7.11	1785	3.5	6	0	0	1	0	0	0	1	0	44.619487	44.602459	33.07379	7.27379	1.30169	3.494192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Disabled	120	b	25	L:\Lab & Testing\ATR_Chiarlo\ramp_files\ramps_chiarloV3_9Nov09\HB_pwrsel00\r.1.790v_ramp.txt	2/17/2010	19:46:23	No comments(this is a filler only).
1	Output Power & Efficiency	L:\Lab & Testing\ATR_Chiarlo\register_maps\AM8901\AM8901_B0C_v027.map	Polar EDGE	SSSZ1111	Null	0.85	1.8	32	GSM_WFM1.wfm	H1B	LBIn	-25.8	0	0	-7.11	1785	2.7	6	0	0	1	0	0	0	1	0	40.913922	40.888225	30.909874	5.109874	1.11876	2.693887	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Disabled	120	c00b	25	L:\Lab & Testing\ATR_Chiarlo\ramp_files\ramps_chiarloV3_9Nov09\HB_pwrsel00\r.1.790v_ramp.txt	2/17/2010	19:46:24	No comments(this is a filler only).
//T#	TestName	Reg Map	Actual PA Operation Mode	Ext Ctrl Bits	VRamp Search Directory	VRamp Search Start(Volt)	VRamp Search Stop(Volt)	TRP Target Power(dBm)	Waveform File Name	Sw Matrix	Attenuation Switch	S21(dB)	Source Tuner Loss(dB)	Tuner Loss(dB)	S21In(dB)	Test Freq(MHz)	Vbat(Volt)	Pwr In(dBm)	Source Magnitude	Source Phase(degree)	Source VSWR	Source Ref Coef	Magnitude	Phase(degree)	VSWR	Ref Coef	Efficiency(%)	PAE(%)	Adj Pwr Out(dBm)	Pwr Out(dBm)	Vbat_I(Amp)	Vbat_V(Volt)	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	Register Check	Reg 0	Alert Reg	Temperature(degree C)	Vramp File	Date	Time	Comment
2	Output Power & Efficiency	L:\Lab & Testing\ATR_Chiarlo\register_maps\AM8901\AM8901_B0C_v027.map	Polar EDGE	SSSZ1111	Null	0.85	1.8	32	GSM_WFM1.wfm	H1B	LBIn	-25.75	0	0	-6.85	1710	4.5	0	0	0	1	0	0	0	1	0	43.002129	42.998661	34.084405	8.334405	1.32522	4.494306	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Disabled	120	b	25	L:\Lab & Testing\ATR_Chiarlo\ramp_files\ramps_chiarloV3_9Nov09\HB_pwrsel00\r.1.750v_ramp.txt	2/17/2010	19:46:35	No comments(this is a filler only).
2	Output Power & Efficiency	L:\Lab & Testing\ATR_Chiarlo\register_maps\AM8901\AM8901_B0C_v027.map	Polar EDGE	SSSZ1111	Null	0.85	1.8	32	GSM_WFM1.wfm	H1B	LBIn	-25.75	0	0	-6.85	1710	3.5	0	0	0	1	0	0	0	1	0	43.902094	43.897701	33.14685	7.39685	1.34546	3.494049	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Disabled	120	b	25	L:\Lab & Testing\ATR_Chiarlo\ramp_files\ramps_chiarloV3_9Nov09\HB_pwrsel00\r.1.750v_ramp.txt	2/17/2010	19:46:36	No comments(this is a filler only).
2	Output Power & Efficiency	L:\Lab & Testing\ATR_Chiarlo\register_maps\AM8901\AM8901_B0C_v027.map	Polar EDGE	SSSZ1111	Null	0.85	1.8	32	GSM_WFM1.wfm	H1B	LBIn	-25.75	0	0	-6.85	1710	2.7	0	0	0	1	0	0	0	1	0	39.29976	39.293342	31.019889	5.269889	1.19469	2.693666	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Disabled	120	c00b	25	L:\Lab & Testing\ATR_Chiarlo\ramp_files\ramps_chiarloV3_9Nov09\HB_pwrsel00\r.1.750v_ramp.txt	2/17/2010	19:46:37	No comments(this is a filler only).
2	Output Power & Efficiency	L:\Lab & Testing\ATR_Chiarlo\register_maps\AM8901\AM8901_B0C_v027.map	Polar EDGE	SSSZ1111	Null	0.85	1.8	32	GSM_WFM1.wfm	H1B	LBIn	-25.75	0	0	-6.85	1710	4.5	3	0	0	1	0	0	0	1	0	42.9559	42.94898	34.079343	8.329343	1.32509	4.494342	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Disabled	120	b	25	L:\Lab & Testing\ATR_Chiarlo\ramp_files\ramps_chiarloV3_9Nov09\HB_pwrsel00\r.1.750v_ramp.txt	2/17/2010	19:46:38	No comments(this is a filler only).
2	Output Power & Efficiency	L:\Lab & Testing\ATR_Chiarlo\register_maps\AM8901\AM8901_B0C_v027.map	Polar EDGE	SSSZ1111	Null	0.85	1.8	32	GSM_WFM1.wfm	H1B	LBIn	-25.75	0	0	-6.85	1710	3.5	3	0	0	1	0	0	0	1	0	43.923622	43.914849	33.145246	7.395246	1.34428	3.494111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Disabled	120	b	25	L:\Lab & Testing\ATR_Chiarlo\ramp_files\ramps_chiarloV3_9Nov09\HB_pwrsel00\r.1.750v_ramp.txt	2/17/2010	19:46:39	No comments(this is a filler only).
2	Output Power & Efficiency	L:\Lab & Testing\ATR_Chiarlo\register_maps\AM8901\AM8901_B0C_v027.map	Polar EDGE	SSSZ1111	Null	0.85	1.8	32	GSM_WFM1.wfm	H1B	LBIn	-25.75	0	0	-6.85	1710	2.7	3	0	0	1	0	0	0	1	0	39.327769	39.314955	31.020262	5.270262	1.19388	2.693805	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Disabled	120	c00b	25	L:\Lab & Testing\ATR_Chiarlo\ramp_files\ramps_chiarloV3_9Nov09\HB_pwrsel00\r.1.750v_ramp.txt	2/17/2010	19:46:40	No comments(this is a filler only).
2	Output Power & Efficiency	L:\Lab & Testing\ATR_Chiarlo\register_maps\AM8901\AM8901_B0C_v027.map	Polar EDGE	SSSZ1111	Null	0.85	1.8	32	GSM_WFM1.wfm	H1B	LBIn	-25.75	0	0	-6.85	1710	4.5	6	0	0	1	0	0	0	1	0	42.978592	42.96478	34.080167	8.330167	1.32468	4.494212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Disabled	120	b	25	L:\Lab & Testing\ATR_Chiarlo\ramp_files\ramps_chiarloV3_9Nov09\HB_pwrsel00\r.1.750v_ramp.txt	2/17/2010	19:46:42	No comments(this is a filler only).
2	Output Power & Efficiency	L:\Lab & Testing\ATR_Chiarlo\register_maps\AM8901\AM8901_B0C_v027.map	Polar EDGE	SSSZ1111	Null	0.85	1.8	32	GSM_WFM1.wfm	H1B	LBIn	-25.75	0	0	-6.85	1710	3.5	6	0	0	1	0	0	0	1	0	43.931847	43.914338	33.145162	7.395162	1.34403	3.494039	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Disabled	120	b	25	L:\Lab & Testing\ATR_Chiarlo\ramp_files\ramps_chiarloV3_9Nov09\HB_pwrsel00\r.1.750v_ramp.txt	2/17/2010	19:46:43	No comments(this is a filler only).
2	Output Power & Efficiency	L:\Lab & Testing\ATR_Chiarlo\register_maps\AM8901\AM8901_B0C_v027.map	Polar EDGE	SSSZ1111	Null	0.85	1.8	32	GSM_WFM1.wfm	H1B	LBIn	-25.75	0	0	-6.85	1710	2.7	6	0	0	1	0	0	0	1	0	39.355663	39.330056	31.016648	5.266648	1.19209	2.693696	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Disabled	120	c00b	25	L:\Lab & Testing\ATR_Chiarlo\ramp_files\ramps_chiarloV3_9Nov09\HB_pwrsel00\r.1.750v_ramp.txt	2/17/2010	19:46:44	No comments(this is a filler only).
2	Output Power & Efficiency	L:\Lab & Testing\ATR_Chiarlo\register_maps\AM8901\AM8901_B0C_v027.map	Polar EDGE	SSSZ1111	Null	0.85	1.8	32	GSM_WFM1.wfm	H1B	LBIn	-25.75	0	0	-6.93	1748	4.5	0	0	0	1	0	0	0	1	0	44.488015	44.48456	34.167643	8.417643	1.30575	4.494292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Disabled	120	b	25	L:\Lab & Testing\ATR_Chiarlo\ramp_files\ramps_chiarloV3_9Nov09\HB_pwrsel00\r.1.750v_ramp.txt	2/17/2010	19:46:46	No comments(this is a filler only).
2	Output Power & Efficiency	L:\Lab & Testing\ATR_Chiarlo\register_maps\AM8901\AM8901_B0C_v027.map	Polar EDGE	SSSZ1111	Null	0.85	1.8	32	GSM_WFM1.wfm	H1B	LBIn	-25.75	0	0	-6.93	1748	3.5	0	0	0	1	0	0	0	1	0	44.289907	44.285482	33.07405	7.32405	1.31141	3.494313	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Disabled	120	b	25	L:\Lab & Testing\ATR_Chiarlo\ramp_files\ramps_chiarloV3_9Nov09\HB_pwrsel00\r.1.750v_ramp.txt	2/17/2010	19:46:47	No comments(this is a filler only).
2	Output Power & Efficiency	L:\Lab & Testing\ATR_Chiarlo\register_maps\AM8901\AM8901_B0C_v027.map	Polar EDGE	SSSZ1111	Null	0.85	1.8	32	GSM_WFM1.wfm	H1B	LBIn	-25.75	0	0	-6.93	1748	2.7	0	0	0	1	0	0	0	1	0	39.882396	39.875873	30.933463	5.183463	1.15392	2.693949	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Disabled	120	c00b	25	L:\Lab & Testing\ATR_Chiarlo\ramp_files\ramps_chiarloV3_9Nov09\HB_pwrsel00\r.1.750v_ramp.txt	2/17/2010	19:46:47	No comments(this is a filler only).
