s11_ANT_phi, s11_ANT_mag, ControlSignals, Freq(MHz), HB_LB, Phase(degree), Pwr In(dBm), Regmap, SN, Serial Number, Sub-band, Temp(C), Test Freq(MHz), TestName, VSWR, Vbat(Volt), Vramp Voltage, logfilename, record_num, SN_fld0, Test Date & Time, chipid, 
281.29, 0.13655, 00010000 (TRX1)   [0:08], 1066.4, LB, 0.0, -100.0, , xxxx, xxxx, , 25.0, 2550.0, Measure Sparams SNP, 1.0, 3.5, 0.04, xxxx_14oct15_0913.log, 488.0, xxxx, 14oct15_0913, , 
281.38, 0.13646, 00010000 (TRX1)   [0:08], 1068.4, LB, 0.0, -100.0, , xxxx, xxxx, , 25.0, 2550.0, Measure Sparams SNP, 1.0, 3.5, 0.04, xxxx_14oct15_0913.log, 489.0, xxxx, 14oct15_0913, , 
281.46, 0.13638, 00010000 (TRX1)   [0:08], 1070.4, LB, 0.0, -100.0, , xxxx, xxxx, , 25.0, 2550.0, Measure Sparams SNP, 1.0, 3.5, 0.04, xxxx_14oct15_0913.log, 490.0, xxxx, 14oct15_0913, , 
281.58, 0.13623, 00010000 (TRX1)   [0:08], 1072.4, LB, 0.0, -100.0, , xxxx, xxxx, , 25.0, 2550.0, Measure Sparams SNP, 1.0, 3.5, 0.04, xxxx_14oct15_0913.log, 491.0, xxxx, 14oct15_0913, , 
281.71, 0.13603, 00010000 (TRX1)   [0:08], 1074.3, LB, 0.0, -100.0, , xxxx, xxxx, , 25.0, 2550.0, Measure Sparams SNP, 1.0, 3.5, 0.04, xxxx_14oct15_0913.log, 492.0, xxxx, 14oct15_0913, , 
281.84, 0.13582, 00010000 (TRX1)   [0:08], 1076.3, LB, 0.0, -100.0, , xxxx, xxxx, , 25.0, 2550.0, Measure Sparams SNP, 1.0, 3.5, 0.04, xxxx_14oct15_0913.log, 493.0, xxxx, 14oct15_0913, , 
281.97, 0.13562, 00010000 (TRX1)   [0:08], 1078.3, LB, 0.0, -100.0, , xxxx, xxxx, , 25.0, 2550.0, Measure Sparams SNP, 1.0, 3.5, 0.04, xxxx_14oct15_0913.log, 494.0, xxxx, 14oct15_0913, , 
282.1, 0.13541, 00010000 (TRX1)   [0:08], 1080.3, LB, 0.0, -100.0, , xxxx, xxxx, , 25.0, 2550.0, Measure Sparams SNP, 1.0, 3.5, 0.04, xxxx_14oct15_0913.log, 495.0, xxxx, 14oct15_0913, , 
282.23, 0.13521, 00010000 (TRX1)   [0:08], 1082.3, LB, 0.0, -100.0, , xxxx, xxxx, , 25.0, 2550.0, Measure Sparams SNP, 1.0, 3.5, 0.04, xxxx_14oct15_0913.log, 496.0, xxxx, 14oct15_0913, , 
282.36, 0.135, 00010000 (TRX1)   [0:08], 1084.3, LB, 0.0, -100.0, , xxxx, xxxx, , 25.0, 2550.0, Measure Sparams SNP, 1.0, 3.5, 0.04, xxxx_14oct15_0913.log, 497.0, xxxx, 14oct15_0913, , 
282.5, 0.1348, 00010000 (TRX1)   [0:08], 1086.3, LB, 0.0, -100.0, , xxxx, xxxx, , 25.0, 2550.0, Measure Sparams SNP, 1.0, 3.5, 0.04, xxxx_14oct15_0913.log, 498.0, xxxx, 14oct15_0913, , 
282.63, 0.13459, 00010000 (TRX1)   [0:08], 1088.2, LB, 0.0, -100.0, , xxxx, xxxx, , 25.0, 2550.0, Measure Sparams SNP, 1.0, 3.5, 0.04, xxxx_14oct15_0913.log, 499.0, xxxx, 14oct15_0913, , 
282.76, 0.13439, 00010000 (TRX1)   [0:08], 1090.2, LB, 0.0, -100.0, , xxxx, xxxx, , 25.0, 2550.0, Measure Sparams SNP, 1.0, 3.5, 0.04, xxxx_14oct15_0913.log, 500.0, xxxx, 14oct15_0913, , 
282.89, 0.13418, 00010000 (TRX1)   [0:08], 1092.2, LB, 0.0, -100.0, , xxxx, xxxx, , 25.0, 2550.0, Measure Sparams SNP, 1.0, 3.5, 0.04, xxxx_14oct15_0913.log, 501.0, xxxx, 14oct15_0913, , 
283.02, 0.13398, 00010000 (TRX1)   [0:08], 1094.2, LB, 0.0, -100.0, , xxxx, xxxx, , 25.0, 2550.0, Measure Sparams SNP, 1.0, 3.5, 0.04, xxxx_14oct15_0913.log, 502.0, xxxx, 14oct15_0913, , 
283.15, 0.13377, 00010000 (TRX1)   [0:08], 1096.2, LB, 0.0, -100.0, , xxxx, xxxx, , 25.0, 2550.0, Measure Sparams SNP, 1.0, 3.5, 0.04, xxxx_14oct15_0913.log, 503.0, xxxx, 14oct15_0913, , 
283.29, 0.13357, 00010000 (TRX1)   [0:08], 1098.2, LB, 0.0, -100.0, , xxxx, xxxx, , 25.0, 2550.0, Measure Sparams SNP, 1.0, 3.5, 0.04, xxxx_14oct15_0913.log, 504.0, xxxx, 14oct15_0913, , 
283.42, 0.13336, 00010000 (TRX1)   [0:08], 1100.1, LB, 0.0, -100.0, , xxxx, xxxx, , 25.0, 2550.0, Measure Sparams SNP, 1.0, 3.5, 0.04, xxxx_14oct15_0913.log, 505.0, xxxx, 14oct15_0913, , 
283.55, 0.13315, 00010000 (TRX1)   [0:08], 1102.1, LB, 0.0, -100.0, , xxxx, xxxx, , 25.0, 2550.0, Measure Sparams SNP, 1.0, 3.5, 0.04, xxxx_14oct15_0913.log, 506.0, xxxx, 14oct15_0913, , 
283.68, 0.13295, 00010000 (TRX1)   [0:08], 1104.1, LB, 0.0, -100.0, , xxxx, xxxx, , 25.0, 2550.0, Measure Sparams SNP, 1.0, 3.5, 0.04, xxxx_14oct15_0913.log, 507.0, xxxx, 14oct15_0913, , 
283.81, 0.13274, 00010000 (TRX1)   [0:08], 1106.1, LB, 0.0, -100.0, , xxxx, xxxx, , 25.0, 2550.0, Measure Sparams SNP, 1.0, 3.5, 0.04, xxxx_14oct15_0913.log, 508.0, xxxx, 14oct15_0913, , 
283.94, 0.13254, 00010000 (TRX1)   [0:08], 1108.1, LB, 0.0, -100.0, , xxxx, xxxx, , 25.0, 2550.0, Measure Sparams SNP, 1.0, 3.5, 0.04, xxxx_14oct15_0913.log, 509.0, xxxx, 14oct15_0913, , 
284.07, 0.13233, 00010000 (TRX1)   [0:08], 1110.1, LB, 0.0, -100.0, , xxxx, xxxx, , 25.0, 2550.0, Measure Sparams SNP, 1.0, 3.5, 0.04, xxxx_14oct15_0913.log, 510.0, xxxx, 14oct15_0913, , 
284.21, 0.13213, 00010000 (TRX1)   [0:08], 1112.0, LB, 0.0, -100.0, , xxxx, xxxx, , 25.0, 2550.0, Measure Sparams SNP, 1.0, 3.5, 0.04, xxxx_14oct15_0913.log, 511.0, xxxx, 14oct15_0913, , 
284.35, 0.13191, 00010000 (TRX1)   [0:08], 1114.0, LB, 0.0, -100.0, , xxxx, xxxx, , 25.0, 2550.0, Measure Sparams SNP, 1.0, 3.5, 0.04, xxxx_14oct15_0913.log, 512.0, xxxx, 14oct15_0913, , 
284.55, 0.13165, 00010000 (TRX1)   [0:08], 1116.0, LB, 0.0, -100.0, , xxxx, xxxx, , 25.0, 2550.0, Measure Sparams SNP, 1.0, 3.5, 0.04, xxxx_14oct15_0913.log, 513.0, xxxx, 14oct15_0913, , 
284.75, 0.13138, 00010000 (TRX1)   [0:08], 1118.0, LB, 0.0, -100.0, , xxxx, xxxx, , 25.0, 2550.0, Measure Sparams SNP, 1.0, 3.5, 0.04, xxxx_14oct15_0913.log, 514.0, xxxx, 14oct15_0913, , 
284.95, 0.13111, 00010000 (TRX1)   [0:08], 1120.0, LB, 0.0, -100.0, , xxxx, xxxx, , 25.0, 2550.0, Measure Sparams SNP, 1.0, 3.5, 0.04, xxxx_14oct15_0913.log, 515.0, xxxx, 14oct15_0913, , 
285.15, 0.13084, 00010000 (TRX1)   [0:08], 1122.0, LB, 0.0, -100.0, , xxxx, xxxx, , 25.0, 2550.0, Measure Sparams SNP, 1.0, 3.5, 0.04, xxxx_14oct15_0913.log, 516.0, xxxx, 14oct15_0913, , 
285.35, 0.13057, 00010000 (TRX1)   [0:08], 1124.0, LB, 0.0, -100.0, , xxxx, xxxx, , 25.0, 2550.0, Measure Sparams SNP, 1.0, 3.5, 0.04, xxxx_14oct15_0913.log, 517.0, xxxx, 14oct15_0913, , 
285.55, 0.13031, 00010000 (TRX1)   [0:08], 1125.9, LB, 0.0, -100.0, , xxxx, xxxx, , 25.0, 2550.0, Measure Sparams SNP, 1.0, 3.5, 0.04, xxxx_14oct15_0913.log, 518.0, xxxx, 14oct15_0913, , 
285.75, 0.13004, 00010000 (TRX1)   [0:08], 1127.9, LB, 0.0, -100.0, , xxxx, xxxx, , 25.0, 2550.0, Measure Sparams SNP, 1.0, 3.5, 0.04, xxxx_14oct15_0913.log, 519.0, xxxx, 14oct15_0913, , 
285.95, 0.12977, 00010000 (TRX1)   [0:08], 1129.9, LB, 0.0, -100.0, , xxxx, xxxx, , 25.0, 2550.0, Measure Sparams SNP, 1.0, 3.5, 0.04, xxxx_14oct15_0913.log, 520.0, xxxx, 14oct15_0913, , 
286.15, 0.1295, 00010000 (TRX1)   [0:08], 1131.9, LB, 0.0, -100.0, , xxxx, xxxx, , 25.0, 2550.0, Measure Sparams SNP, 1.0, 3.5, 0.04, xxxx_14oct15_0913.log, 521.0, xxxx, 14oct15_0913, , 
286.35, 0.12923, 00010000 (TRX1)   [0:08], 1133.9, LB, 0.0, -100.0, , xxxx, xxxx, , 25.0, 2550.0, Measure Sparams SNP, 1.0, 3.5, 0.04, xxxx_14oct15_0913.log, 522.0, xxxx, 14oct15_0913, , 
286.56, 0.12897, 00010000 (TRX1)   [0:08], 1135.9, LB, 0.0, -100.0, , xxxx, xxxx, , 25.0, 2550.0, Measure Sparams SNP, 1.0, 3.5, 0.04, xxxx_14oct15_0913.log, 523.0, xxxx, 14oct15_0913, , 
286.76, 0.1287, 00010000 (TRX1)   [0:08], 1137.8, LB, 0.0, -100.0, , xxxx, xxxx, , 25.0, 2550.0, Measure Sparams SNP, 1.0, 3.5, 0.04, xxxx_14oct15_0913.log, 524.0, xxxx, 14oct15_0913, , 
286.96, 0.12843, 00010000 (TRX1)   [0:08], 1139.8, LB, 0.0, -100.0, , xxxx, xxxx, , 25.0, 2550.0, Measure Sparams SNP, 1.0, 3.5, 0.04, xxxx_14oct15_0913.log, 525.0, xxxx, 14oct15_0913, , 
287.16, 0.12816, 00010000 (TRX1)   [0:08], 1141.8, LB, 0.0, -100.0, , xxxx, xxxx, , 25.0, 2550.0, Measure Sparams SNP, 1.0, 3.5, 0.04, xxxx_14oct15_0913.log, 526.0, xxxx, 14oct15_0913, , 
287.36, 0.12789, 00010000 (TRX1)   [0:08], 1143.8, LB, 0.0, -100.0, , xxxx, xxxx, , 25.0, 2550.0, Measure Sparams SNP, 1.0, 3.5, 0.04, xxxx_14oct15_0913.log, 527.0, xxxx, 14oct15_0913, , 
287.56, 0.12763, 00010000 (TRX1)   [0:08], 1145.8, LB, 0.0, -100.0, , xxxx, xxxx, , 25.0, 2550.0, Measure Sparams SNP, 1.0, 3.5, 0.04, xxxx_14oct15_0913.log, 528.0, xxxx, 14oct15_0913, , 
287.76, 0.12736, 00010000 (TRX1)   [0:08], 1147.8, LB, 0.0, -100.0, , xxxx, xxxx, , 25.0, 2550.0, Measure Sparams SNP, 1.0, 3.5, 0.04, xxxx_14oct15_0913.log, 529.0, xxxx, 14oct15_0913, , 
287.96, 0.12709, 00010000 (TRX1)   [0:08], 1149.8, LB, 0.0, -100.0, , xxxx, xxxx, , 25.0, 2550.0, Measure Sparams SNP, 1.0, 3.5, 0.04, xxxx_14oct15_0913.log, 530.0, xxxx, 14oct15_0913, , 
288.16, 0.12682, 00010000 (TRX1)   [0:08], 1151.7, LB, 0.0, -100.0, , xxxx, xxxx, , 25.0, 2550.0, Measure Sparams SNP, 1.0, 3.5, 0.04, xxxx_14oct15_0913.log, 531.0, xxxx, 14oct15_0913, , 
288.36, 0.12655, 00010000 (TRX1)   [0:08], 1153.7, LB, 0.0, -100.0, , xxxx, xxxx, , 25.0, 2550.0, Measure Sparams SNP, 1.0, 3.5, 0.04, xxxx_14oct15_0913.log, 532.0, xxxx, 14oct15_0913, , 
288.56, 0.12629, 00010000 (TRX1)   [0:08], 1155.7, LB, 0.0, -100.0, , xxxx, xxxx, , 25.0, 2550.0, Measure Sparams SNP, 1.0, 3.5, 0.04, xxxx_14oct15_0913.log, 533.0, xxxx, 14oct15_0913, , 
288.83, 0.12599, 00010000 (TRX1)   [0:08], 1157.7, LB, 0.0, -100.0, , xxxx, xxxx, , 25.0, 2550.0, Measure Sparams SNP, 1.0, 3.5, 0.04, xxxx_14oct15_0913.log, 534.0, xxxx, 14oct15_0913, , 
289.12, 0.12569, 00010000 (TRX1)   [0:08], 1159.7, LB, 0.0, -100.0, , xxxx, xxxx, , 25.0, 2550.0, Measure Sparams SNP, 1.0, 3.5, 0.04, xxxx_14oct15_0913.log, 535.0, xxxx, 14oct15_0913, , 
289.41, 0.12539, 00010000 (TRX1)   [0:08], 1161.7, LB, 0.0, -100.0, , xxxx, xxxx, , 25.0, 2550.0, Measure Sparams SNP, 1.0, 3.5, 0.04, xxxx_14oct15_0913.log, 536.0, xxxx, 14oct15_0913, , 
289.7, 0.12509, 00010000 (TRX1)   [0:08], 1163.6, LB, 0.0, -100.0, , xxxx, xxxx, , 25.0, 2550.0, Measure Sparams SNP, 1.0, 3.5, 0.04, xxxx_14oct15_0913.log, 537.0, xxxx, 14oct15_0913, , 
289.99, 0.12479, 00010000 (TRX1)   [0:08], 1165.6, LB, 0.0, -100.0, , xxxx, xxxx, , 25.0, 2550.0, Measure Sparams SNP, 1.0, 3.5, 0.04, xxxx_14oct15_0913.log, 538.0, xxxx, 14oct15_0913, , 
290.28, 0.12449, 00010000 (TRX1)   [0:08], 1167.6, LB, 0.0, -100.0, , xxxx, xxxx, , 25.0, 2550.0, Measure Sparams SNP, 1.0, 3.5, 0.04, xxxx_14oct15_0913.log, 539.0, xxxx, 14oct15_0913, , 
290.56, 0.12419, 00010000 (TRX1)   [0:08], 1169.6, LB, 0.0, -100.0, , xxxx, xxxx, , 25.0, 2550.0, Measure Sparams SNP, 1.0, 3.5, 0.04, xxxx_14oct15_0913.log, 540.0, xxxx, 14oct15_0913, , 
290.85, 0.12388, 00010000 (TRX1)   [0:08], 1171.6, LB, 0.0, -100.0, , xxxx, xxxx, , 25.0, 2550.0, Measure Sparams SNP, 1.0, 3.5, 0.04, xxxx_14oct15_0913.log, 541.0, xxxx, 14oct15_0913, , 
291.14, 0.12358, 00010000 (TRX1)   [0:08], 1173.6, LB, 0.0, -100.0, , xxxx, xxxx, , 25.0, 2550.0, Measure Sparams SNP, 1.0, 3.5, 0.04, xxxx_14oct15_0913.log, 542.0, xxxx, 14oct15_0913, , 
291.43, 0.12328, 00010000 (TRX1)   [0:08], 1175.5, LB, 0.0, -100.0, , xxxx, xxxx, , 25.0, 2550.0, Measure Sparams SNP, 1.0, 3.5, 0.04, xxxx_14oct15_0913.log, 543.0, xxxx, 14oct15_0913, , 
291.72, 0.12298, 00010000 (TRX1)   [0:08], 1177.5, LB, 0.0, -100.0, , xxxx, xxxx, , 25.0, 2550.0, Measure Sparams SNP, 1.0, 3.5, 0.04, xxxx_14oct15_0913.log, 544.0, xxxx, 14oct15_0913, , 
292.01, 0.12268, 00010000 (TRX1)   [0:08], 1179.5, LB, 0.0, -100.0, , xxxx, xxxx, , 25.0, 2550.0, Measure Sparams SNP, 1.0, 3.5, 0.04, xxxx_14oct15_0913.log, 545.0, xxxx, 14oct15_0913, , 
292.3, 0.12238, 00010000 (TRX1)   [0:08], 1181.5, LB, 0.0, -100.0, , xxxx, xxxx, , 25.0, 2550.0, Measure Sparams SNP, 1.0, 3.5, 0.04, xxxx_14oct15_0913.log, 546.0, xxxx, 14oct15_0913, , 
292.59, 0.12208, 00010000 (TRX1)   [0:08], 1183.5, LB, 0.0, -100.0, , xxxx, xxxx, , 25.0, 2550.0, Measure Sparams SNP, 1.0, 3.5, 0.04, xxxx_14oct15_0913.log, 547.0, xxxx, 14oct15_0913, , 
292.88, 0.12178, 00010000 (TRX1)   [0:08], 1185.5, LB, 0.0, -100.0, , xxxx, xxxx, , 25.0, 2550.0, Measure Sparams SNP, 1.0, 3.5, 0.04, xxxx_14oct15_0913.log, 548.0, xxxx, 14oct15_0913, , 
293.17, 0.12148, 00010000 (TRX1)   [0:08], 1187.5, LB, 0.0, -100.0, , xxxx, xxxx, , 25.0, 2550.0, Measure Sparams SNP, 1.0, 3.5, 0.04, xxxx_14oct15_0913.log, 549.0, xxxx, 14oct15_0913, , 
293.45, 0.12118, 00010000 (TRX1)   [0:08], 1189.4, LB, 0.0, -100.0, , xxxx, xxxx, , 25.0, 2550.0, Measure Sparams SNP, 1.0, 3.5, 0.04, xxxx_14oct15_0913.log, 550.0, xxxx, 14oct15_0913, , 
293.74, 0.12087, 00010000 (TRX1)   [0:08], 1191.4, LB, 0.0, -100.0, , xxxx, xxxx, , 25.0, 2550.0, Measure Sparams SNP, 1.0, 3.5, 0.04, xxxx_14oct15_0913.log, 551.0, xxxx, 14oct15_0913, , 
294.03, 0.12057, 00010000 (TRX1)   [0:08], 1193.4, LB, 0.0, -100.0, , xxxx, xxxx, , 25.0, 2550.0, Measure Sparams SNP, 1.0, 3.5, 0.04, xxxx_14oct15_0913.log, 552.0, xxxx, 14oct15_0913, , 
294.32, 0.12027, 00010000 (TRX1)   [0:08], 1195.4, LB, 0.0, -100.0, , xxxx, xxxx, , 25.0, 2550.0, Measure Sparams SNP, 1.0, 3.5, 0.04, xxxx_14oct15_0913.log, 553.0, xxxx, 14oct15_0913, , 
294.61, 0.11997, 00010000 (TRX1)   [0:08], 1197.4, LB, 0.0, -100.0, , xxxx, xxxx, , 25.0, 2550.0, Measure Sparams SNP, 1.0, 3.5, 0.04, xxxx_14oct15_0913.log, 554.0, xxxx, 14oct15_0913, , 
294.94, 0.1197, 00010000 (TRX1)   [0:08], 1199.4, LB, 0.0, -100.0, , xxxx, xxxx, , 25.0, 2550.0, Measure Sparams SNP, 1.0, 3.5, 0.04, xxxx_14oct15_0913.log, 555.0, xxxx, 14oct15_0913, , 
295.33, 0.11946, 00010000 (TRX1)   [0:08], 1201.3, HB, 0.0, -100.0, , xxxx, xxxx, , 25.0, 2550.0, Measure Sparams SNP, 1.0, 3.5, 0.04, xxxx_14oct15_0913.log, 556.0, xxxx, 14oct15_0913, , 
295.72, 0.11923, 00010000 (TRX1)   [0:08], 1203.3, HB, 0.0, -100.0, , xxxx, xxxx, , 25.0, 2550.0, Measure Sparams SNP, 1.0, 3.5, 0.04, xxxx_14oct15_0913.log, 557.0, xxxx, 14oct15_0913, , 
296.11, 0.11899, 00010000 (TRX1)   [0:08], 1205.3, HB, 0.0, -100.0, , xxxx, xxxx, , 25.0, 2550.0, Measure Sparams SNP, 1.0, 3.5, 0.04, xxxx_14oct15_0913.log, 558.0, xxxx, 14oct15_0913, , 
296.5, 0.11876, 00010000 (TRX1)   [0:08], 1207.3, HB, 0.0, -100.0, , xxxx, xxxx, , 25.0, 2550.0, Measure Sparams SNP, 1.0, 3.5, 0.04, xxxx_14oct15_0913.log, 559.0, xxxx, 14oct15_0913, , 
296.89, 0.11852, 00010000 (TRX1)   [0:08], 1209.3, HB, 0.0, -100.0, , xxxx, xxxx, , 25.0, 2550.0, Measure Sparams SNP, 1.0, 3.5, 0.04, xxxx_14oct15_0913.log, 560.0, xxxx, 14oct15_0913, , 
297.27, 0.11829, 00010000 (TRX1)   [0:08], 1211.3, HB, 0.0, -100.0, , xxxx, xxxx, , 25.0, 2550.0, Measure Sparams SNP, 1.0, 3.5, 0.04, xxxx_14oct15_0913.log, 561.0, xxxx, 14oct15_0913, , 
297.66, 0.11805, 00010000 (TRX1)   [0:08], 1213.3, HB, 0.0, -100.0, , xxxx, xxxx, , 25.0, 2550.0, Measure Sparams SNP, 1.0, 3.5, 0.04, xxxx_14oct15_0913.log, 562.0, xxxx, 14oct15_0913, , 
298.05, 0.11782, 00010000 (TRX1)   [0:08], 1215.2, HB, 0.0, -100.0, , xxxx, xxxx, , 25.0, 2550.0, Measure Sparams SNP, 1.0, 3.5, 0.04, xxxx_14oct15_0913.log, 563.0, xxxx, 14oct15_0913, , 
298.44, 0.11758, 00010000 (TRX1)   [0:08], 1217.2, HB, 0.0, -100.0, , xxxx, xxxx, , 25.0, 2550.0, Measure Sparams SNP, 1.0, 3.5, 0.04, xxxx_14oct15_0913.log, 564.0, xxxx, 14oct15_0913, , 
298.83, 0.11735, 00010000 (TRX1)   [0:08], 1219.2, HB, 0.0, -100.0, , xxxx, xxxx, , 25.0, 2550.0, Measure Sparams SNP, 1.0, 3.5, 0.04, xxxx_14oct15_0913.log, 565.0, xxxx, 14oct15_0913, , 
299.22, 0.11711, 00010000 (TRX1)   [0:08], 1221.2, HB, 0.0, -100.0, , xxxx, xxxx, , 25.0, 2550.0, Measure Sparams SNP, 1.0, 3.5, 0.04, xxxx_14oct15_0913.log, 566.0, xxxx, 14oct15_0913, , 
299.61, 0.11688, 00010000 (TRX1)   [0:08], 1223.2, HB, 0.0, -100.0, , xxxx, xxxx, , 25.0, 2550.0, Measure Sparams SNP, 1.0, 3.5, 0.04, xxxx_14oct15_0913.log, 567.0, xxxx, 14oct15_0913, , 
300.0, 0.11664, 00010000 (TRX1)   [0:08], 1225.2, HB, 0.0, -100.0, , xxxx, xxxx, , 25.0, 2550.0, Measure Sparams SNP, 1.0, 3.5, 0.04, xxxx_14oct15_0913.log, 568.0, xxxx, 14oct15_0913, , 
300.39, 0.11641, 00010000 (TRX1)   [0:08], 1227.1, HB, 0.0, -100.0, , xxxx, xxxx, , 25.0, 2550.0, Measure Sparams SNP, 1.0, 3.5, 0.04, xxxx_14oct15_0913.log, 569.0, xxxx, 14oct15_0913, , 
300.78, 0.11617, 00010000 (TRX1)   [0:08], 1229.1, HB, 0.0, -100.0, , xxxx, xxxx, , 25.0, 2550.0, Measure Sparams SNP, 1.0, 3.5, 0.04, xxxx_14oct15_0913.log, 570.0, xxxx, 14oct15_0913, , 
301.17, 0.11594, 00010000 (TRX1)   [0:08], 1231.1, HB, 0.0, -100.0, , xxxx, xxxx, , 25.0, 2550.0, Measure Sparams SNP, 1.0, 3.5, 0.04, xxxx_14oct15_0913.log, 571.0, xxxx, 14oct15_0913, , 
301.56, 0.1157, 00010000 (TRX1)   [0:08], 1233.1, HB, 0.0, -100.0, , xxxx, xxxx, , 25.0, 2550.0, Measure Sparams SNP, 1.0, 3.5, 0.04, xxxx_14oct15_0913.log, 572.0, xxxx, 14oct15_0913, , 
301.95, 0.11547, 00010000 (TRX1)   [0:08], 1235.1, HB, 0.0, -100.0, , xxxx, xxxx, , 25.0, 2550.0, Measure Sparams SNP, 1.0, 3.5, 0.04, xxxx_14oct15_0913.log, 573.0, xxxx, 14oct15_0913, , 
302.34, 0.11523, 00010000 (TRX1)   [0:08], 1237.1, HB, 0.0, -100.0, , xxxx, xxxx, , 25.0, 2550.0, Measure Sparams SNP, 1.0, 3.5, 0.04, xxxx_14oct15_0913.log, 574.0, xxxx, 14oct15_0913, , 
302.73, 0.115, 00010000 (TRX1)   [0:08], 1239.1, HB, 0.0, -100.0, , xxxx, xxxx, , 25.0, 2550.0, Measure Sparams SNP, 1.0, 3.5, 0.04, xxxx_14oct15_0913.log, 575.0, xxxx, 14oct15_0913, , 
303.12, 0.11477, 00010000 (TRX1)   [0:08], 1241.0, HB, 0.0, -100.0, , xxxx, xxxx, , 25.0, 2550.0, Measure Sparams SNP, 1.0, 3.5, 0.04, xxxx_14oct15_0913.log, 576.0, xxxx, 14oct15_0913, , 
303.59, 0.11461, 00010000 (TRX1)   [0:08], 1243.0, HB, 0.0, -100.0, , xxxx, xxxx, , 25.0, 2550.0, Measure Sparams SNP, 1.0, 3.5, 0.04, xxxx_14oct15_0913.log, 577.0, xxxx, 14oct15_0913, , 
304.06, 0.11446, 00010000 (TRX1)   [0:08], 1245.0, HB, 0.0, -100.0, , xxxx, xxxx, , 25.0, 2550.0, Measure Sparams SNP, 1.0, 3.5, 0.04, xxxx_14oct15_0913.log, 578.0, xxxx, 14oct15_0913, , 
304.53, 0.1143, 00010000 (TRX1)   [0:08], 1247.0, HB, 0.0, -100.0, , xxxx, xxxx, , 25.0, 2550.0, Measure Sparams SNP, 1.0, 3.5, 0.04, xxxx_14oct15_0913.log, 579.0, xxxx, 14oct15_0913, , 
305.0, 0.11415, 00010000 (TRX1)   [0:08], 1249.0, HB, 0.0, -100.0, , xxxx, xxxx, , 25.0, 2550.0, Measure Sparams SNP, 1.0, 3.5, 0.04, xxxx_14oct15_0913.log, 580.0, xxxx, 14oct15_0913, , 
305.48, 0.11399, 00010000 (TRX1)   [0:08], 1251.0, HB, 0.0, -100.0, , xxxx, xxxx, , 25.0, 2550.0, Measure Sparams SNP, 1.0, 3.5, 0.04, xxxx_14oct15_0913.log, 581.0, xxxx, 14oct15_0913, , 
305.95, 0.11384, 00010000 (TRX1)   [0:08], 1252.9, HB, 0.0, -100.0, , xxxx, xxxx, , 25.0, 2550.0, Measure Sparams SNP, 1.0, 3.5, 0.04, xxxx_14oct15_0913.log, 582.0, xxxx, 14oct15_0913, , 
306.42, 0.11368, 00010000 (TRX1)   [0:08], 1254.9, HB, 0.0, -100.0, , xxxx, xxxx, , 25.0, 2550.0, Measure Sparams SNP, 1.0, 3.5, 0.04, xxxx_14oct15_0913.log, 583.0, xxxx, 14oct15_0913, , 
306.89, 0.11353, 00010000 (TRX1)   [0:08], 1256.9, HB, 0.0, -100.0, , xxxx, xxxx, , 25.0, 2550.0, Measure Sparams SNP, 1.0, 3.5, 0.04, xxxx_14oct15_0913.log, 584.0, xxxx, 14oct15_0913, , 
307.36, 0.11337, 00010000 (TRX1)   [0:08], 1258.9, HB, 0.0, -100.0, , xxxx, xxxx, , 25.0, 2550.0, Measure Sparams SNP, 1.0, 3.5, 0.04, xxxx_14oct15_0913.log, 585.0, xxxx, 14oct15_0913, , 
307.84, 0.11322, 00010000 (TRX1)   [0:08], 1260.9, HB, 0.0, -100.0, , xxxx, xxxx, , 25.0, 2550.0, Measure Sparams SNP, 1.0, 3.5, 0.04, xxxx_14oct15_0913.log, 586.0, xxxx, 14oct15_0913, , 
308.31, 0.11306, 00010000 (TRX1)   [0:08], 1262.9, HB, 0.0, -100.0, , xxxx, xxxx, , 25.0, 2550.0, Measure Sparams SNP, 1.0, 3.5, 0.04, xxxx_14oct15_0913.log, 587.0, xxxx, 14oct15_0913, , 
308.78, 0.11291, 00010000 (TRX1)   [0:08], 1264.8, HB, 0.0, -100.0, , xxxx, xxxx, , 25.0, 2550.0, Measure Sparams SNP, 1.0, 3.5, 0.04, xxxx_14oct15_0913.log, 588.0, xxxx, 14oct15_0913, , 
309.25, 0.11275, 00010000 (TRX1)   [0:08], 1266.8, HB, 0.0, -100.0, , xxxx, xxxx, , 25.0, 2550.0, Measure Sparams SNP, 1.0, 3.5, 0.04, xxxx_14oct15_0913.log, 589.0, xxxx, 14oct15_0913, , 
309.72, 0.1126, 00010000 (TRX1)   [0:08], 1268.8, HB, 0.0, -100.0, , xxxx, xxxx, , 25.0, 2550.0, Measure Sparams SNP, 1.0, 3.5, 0.04, xxxx_14oct15_0913.log, 590.0, xxxx, 14oct15_0913, , 
310.19, 0.11244, 00010000 (TRX1)   [0:08], 1270.8, HB, 0.0, -100.0, , xxxx, xxxx, , 25.0, 2550.0, Measure Sparams SNP, 1.0, 3.5, 0.04, xxxx_14oct15_0913.log, 591.0, xxxx, 14oct15_0913, , 
